"LGA_2019","Region","Time","Value"
14750,"Leeton (A)",2004,11681
14750,"Leeton (A)",2005,11590
14750,"Leeton (A)",2006,11562
14750,"Leeton (A)",2007,11502
14750,"Leeton (A)",2008,11457
14750,"Leeton (A)",2009,11461
14750,"Leeton (A)",2010,11432
14750,"Leeton (A)",2011,11406
14750,"Leeton (A)",2012,11430
14750,"Leeton (A)",2013,11413
14750,"Leeton (A)",2014,11408
14750,"Leeton (A)",2015,11411
14750,"Leeton (A)",2016,11407
14750,"Leeton (A)",2017,11424
14750,"Leeton (A)",2018,11425
14750,"Leeton (A)",2019,11445
14850,"Lismore (C)",2001,42721
14850,"Lismore (C)",2002,42749
14850,"Lismore (C)",2003,42681
14850,"Lismore (C)",2004,42764
14850,"Lismore (C)",2005,43011
14850,"Lismore (C)",2006,43338
14850,"Lismore (C)",2007,43636
14850,"Lismore (C)",2008,43750
14850,"Lismore (C)",2009,43940
14850,"Lismore (C)",2010,44190
14850,"Lismore (C)",2011,44348
14850,"Lismore (C)",2012,44388
14850,"Lismore (C)",2013,44408
14850,"Lismore (C)",2014,44327
14850,"Lismore (C)",2015,44212
14850,"Lismore (C)",2016,44122
14850,"Lismore (C)",2017,43930
14850,"Lismore (C)",2018,43803
14850,"Lismore (C)",2019,43692
14870,"Lithgow (C)",2001,20451
14870,"Lithgow (C)",2002,20442
14870,"Lithgow (C)",2003,20418
14870,"Lithgow (C)",2004,20357
14870,"Lithgow (C)",2005,20272
14870,"Lithgow (C)",2006,20186
14870,"Lithgow (C)",2007,20277
14870,"Lithgow (C)",2008,20352
14870,"Lithgow (C)",2009,20621
14870,"Lithgow (C)",2010,20732
14870,"Lithgow (C)",2011,20850
14870,"Lithgow (C)",2012,21000
14870,"Lithgow (C)",2013,21118
14870,"Lithgow (C)",2014,21283
14870,"Lithgow (C)",2015,21400
14870,"Lithgow (C)",2016,21484
14870,"Lithgow (C)",2017,21577
14870,"Lithgow (C)",2018,21616
14870,"Lithgow (C)",2019,21605
14900,"Liverpool (C)",2001,158027
14900,"Liverpool (C)",2002,161908
14900,"Liverpool (C)",2003,163835
14900,"Liverpool (C)",2004,165627
14900,"Liverpool (C)",2005,167472
14900,"Liverpool (C)",2006,169868
14900,"Liverpool (C)",2007,172875
14900,"Liverpool (C)",2008,177372
14900,"Liverpool (C)",2009,181712
14900,"Liverpool (C)",2010,184910
14900,"Liverpool (C)",2011,188088
14900,"Liverpool (C)",2012,191799
14900,"Liverpool (C)",2013,196122
14900,"Liverpool (C)",2014,200725
14900,"Liverpool (C)",2015,206205
14900,"Liverpool (C)",2016,211983
14900,"Liverpool (C)",2017,217788
14900,"Liverpool (C)",2018,223025
14900,"Liverpool (C)",2019,227585
14920,"Liverpool Plains (A)",2001,7977
14920,"Liverpool Plains (A)",2002,7940
14920,"Liverpool Plains (A)",2003,7859
14920,"Liverpool Plains (A)",2004,7797
14920,"Liverpool Plains (A)",2005,7736
14920,"Liverpool Plains (A)",2006,7717
14920,"Liverpool Plains (A)",2007,7720
14920,"Liverpool Plains (A)",2008,7717
14920,"Liverpool Plains (A)",2009,7718
14920,"Liverpool Plains (A)",2010,7738
14920,"Liverpool Plains (A)",2011,7761
14920,"Liverpool Plains (A)",2012,7786
14920,"Liverpool Plains (A)",2013,7812
14920,"Liverpool Plains (A)",2014,7831
14920,"Liverpool Plains (A)",2015,7837
14920,"Liverpool Plains (A)",2016,7847
14920,"Liverpool Plains (A)",2017,7871
14920,"Liverpool Plains (A)",2018,7886
14920,"Liverpool Plains (A)",2019,7903
14950,"Lockhart (A)",2001,3550
14950,"Lockhart (A)",2002,3470
14950,"Lockhart (A)",2003,3404
14950,"Lockhart (A)",2004,3330
14950,"Lockhart (A)",2005,3267
14950,"Lockhart (A)",2006,3237
14950,"Lockhart (A)",2007,3203
14950,"Lockhart (A)",2008,3171
14950,"Lockhart (A)",2009,3159
14950,"Lockhart (A)",2010,3133
14950,"Lockhart (A)",2011,3098
14950,"Lockhart (A)",2012,3085
14950,"Lockhart (A)",2013,3096
14950,"Lockhart (A)",2014,3117
14950,"Lockhart (A)",2015,3121
14950,"Lockhart (A)",2016,3173
14950,"Lockhart (A)",2017,3240
14950,"Lockhart (A)",2018,3290
14950,"Lockhart (A)",2019,3285
15050,"Maitland (C)",2001,56055
15050,"Maitland (C)",2002,57642
15050,"Maitland (C)",2003,59167
15050,"Maitland (C)",2004,60440
15050,"Maitland (C)",2005,61961
15050,"Maitland (C)",2006,63505
15050,"Maitland (C)",2007,65143
15050,"Maitland (C)",2008,66244
15050,"Maitland (C)",2009,67268
15050,"Maitland (C)",2010,68561
15050,"Maitland (C)",2011,69924
15050,"Maitland (C)",2012,72012
15050,"Maitland (C)",2013,73870
15050,"Maitland (C)",2014,75695
15050,"Maitland (C)",2015,77374
15050,"Maitland (C)",2016,79063
15050,"Maitland (C)",2017,81049
15050,"Maitland (C)",2018,83104
15050,"Maitland (C)",2019,85166
15240,"Mid-Coast (A)",2001,81291
15240,"Mid-Coast (A)",2002,82081
15240,"Mid-Coast (A)",2003,83014
15240,"Mid-Coast (A)",2004,83730
15240,"Mid-Coast (A)",2005,84281
15240,"Mid-Coast (A)",2006,84579
15240,"Mid-Coast (A)",2007,85325
15240,"Mid-Coast (A)",2008,86091
15240,"Mid-Coast (A)",2009,86942
15240,"Mid-Coast (A)",2010,87948
15240,"Mid-Coast (A)",2011,88818
15240,"Mid-Coast (A)",2012,89308
15240,"Mid-Coast (A)",2013,89940
15240,"Mid-Coast (A)",2014,90468
15240,"Mid-Coast (A)",2015,91038
15240,"Mid-Coast (A)",2016,91801
15240,"Mid-Coast (A)",2017,92500
15240,"Mid-Coast (A)",2018,93209
15240,"Mid-Coast (A)",2019,93836
15270,"Mid-Western Regional (A)",2001,22003
15270,"Mid-Western Regional (A)",2002,22002
15270,"Mid-Western Regional (A)",2003,21862
15270,"Mid-Western Regional (A)",2004,21706
15270,"Mid-Western Regional (A)",2005,21647
15270,"Mid-Western Regional (A)",2006,21641
15270,"Mid-Western Regional (A)",2007,21887
15270,"Mid-Western Regional (A)",2008,22186
15270,"Mid-Western Regional (A)",2009,22469
15270,"Mid-Western Regional (A)",2010,22774
15270,"Mid-Western Regional (A)",2011,23020
15270,"Mid-Western Regional (A)",2012,23343
15270,"Mid-Western Regional (A)",2013,23742
15270,"Mid-Western Regional (A)",2014,24059
15270,"Mid-Western Regional (A)",2015,24374
15270,"Mid-Western Regional (A)",2016,24546
15270,"Mid-Western Regional (A)",2017,24827
15270,"Mid-Western Regional (A)",2018,25057
15270,"Mid-Western Regional (A)",2019,25251
15300,"Moree Plains (A)",2001,16108
15300,"Moree Plains (A)",2002,15834
15300,"Moree Plains (A)",2003,15457
15300,"Moree Plains (A)",2004,15028
15300,"Moree Plains (A)",2005,14693
15300,"Moree Plains (A)",2006,14407
15300,"Moree Plains (A)",2007,14155
15300,"Moree Plains (A)",2008,14070
15300,"Moree Plains (A)",2009,14019
15300,"Moree Plains (A)",2010,14032
15300,"Moree Plains (A)",2011,14043
15300,"Moree Plains (A)",2012,13980
15300,"Moree Plains (A)",2013,13925
15300,"Moree Plains (A)",2014,13853
15300,"Moree Plains (A)",2015,13735
15300,"Moree Plains (A)",2016,13627
15300,"Moree Plains (A)",2017,13461
15300,"Moree Plains (A)",2018,13331
15300,"Moree Plains (A)",2019,13261
15350,"Mosman (A)",2001,27680
15350,"Mosman (A)",2002,27644
15350,"Mosman (A)",2003,27680
15350,"Mosman (A)",2004,27737
15350,"Mosman (A)",2005,27538
15350,"Mosman (A)",2006,27570
15350,"Mosman (A)",2007,27900
15350,"Mosman (A)",2008,28422
15350,"Mosman (A)",2009,28761
15350,"Mosman (A)",2010,29131
15350,"Mosman (A)",2011,29351
15350,"Mosman (A)",2012,29481
15350,"Mosman (A)",2013,29641
15350,"Mosman (A)",2014,29846
15350,"Mosman (A)",2015,30045
15350,"Mosman (A)",2016,30260
15350,"Mosman (A)",2017,30588
15350,"Mosman (A)",2018,30852
15350,"Mosman (A)",2019,30981
15520,"Murray River (A)",2001,10997
15520,"Murray River (A)",2002,10994
15520,"Murray River (A)",2003,10966
15520,"Murray River (A)",2004,10929
15520,"Murray River (A)",2005,10932
15520,"Murray River (A)",2006,11020
15520,"Murray River (A)",2007,11082
15520,"Murray River (A)",2008,11161
15520,"Murray River (A)",2009,11226
15520,"Murray River (A)",2010,11259
15520,"Murray River (A)",2011,11257
15520,"Murray River (A)",2012,11382
15520,"Murray River (A)",2013,11515
15520,"Murray River (A)",2014,11642
15520,"Murray River (A)",2015,11755
15520,"Murray River (A)",2016,11872
15520,"Murray River (A)",2017,11963
15520,"Murray River (A)",2018,12105
15520,"Murray River (A)",2019,12118
15560,"Murrumbidgee (A)",2001,4548
15560,"Murrumbidgee (A)",2002,4485
15560,"Murrumbidgee (A)",2003,4402
15560,"Murrumbidgee (A)",2004,4328
15560,"Murrumbidgee (A)",2005,4273
15560,"Murrumbidgee (A)",2006,4219
15560,"Murrumbidgee (A)",2007,4109
15560,"Murrumbidgee (A)",2008,4039
15560,"Murrumbidgee (A)",2009,3992
15560,"Murrumbidgee (A)",2010,3948
15560,"Murrumbidgee (A)",2011,3888
15560,"Murrumbidgee (A)",2012,3882
15560,"Murrumbidgee (A)",2013,3920
15560,"Murrumbidgee (A)",2014,3900
15560,"Murrumbidgee (A)",2015,3893
15560,"Murrumbidgee (A)",2016,3929
15560,"Murrumbidgee (A)",2017,3955
15560,"Murrumbidgee (A)",2018,3956
15560,"Murrumbidgee (A)",2019,3917
15650,"Muswellbrook (A)",2001,15099
15650,"Muswellbrook (A)",2002,15339
15650,"Muswellbrook (A)",2003,15402
15650,"Muswellbrook (A)",2004,15402
15650,"Muswellbrook (A)",2005,15467
15650,"Muswellbrook (A)",2006,15639
15650,"Muswellbrook (A)",2007,15713
15650,"Muswellbrook (A)",2008,15749
15650,"Muswellbrook (A)",2009,15878
15650,"Muswellbrook (A)",2010,16108
15650,"Muswellbrook (A)",2011,16328
15650,"Muswellbrook (A)",2012,16398
15650,"Muswellbrook (A)",2013,16415
15650,"Muswellbrook (A)",2014,16431
15650,"Muswellbrook (A)",2015,16435
15650,"Muswellbrook (A)",2016,16462
15650,"Muswellbrook (A)",2017,16445
15650,"Muswellbrook (A)",2018,16364
15650,"Muswellbrook (A)",2019,16377
15700,"Nambucca (A)",2001,18026
15700,"Nambucca (A)",2002,18005
15700,"Nambucca (A)",2003,17849
15700,"Nambucca (A)",2004,18136
15700,"Nambucca (A)",2005,18247
15700,"Nambucca (A)",2006,18299
15700,"Nambucca (A)",2007,18456
15700,"Nambucca (A)",2008,18695
15700,"Nambucca (A)",2009,18892
15700,"Nambucca (A)",2010,19140
15700,"Nambucca (A)",2011,19235
15700,"Nambucca (A)",2012,19310
15700,"Nambucca (A)",2013,19428
15700,"Nambucca (A)",2014,19501
15700,"Nambucca (A)",2015,19541
15700,"Nambucca (A)",2016,19580
15700,"Nambucca (A)",2017,19698
15700,"Nambucca (A)",2018,19752
15700,"Nambucca (A)",2019,19805
15750,"Narrabri (A)",2001,14422
15750,"Narrabri (A)",2002,14244
15750,"Narrabri (A)",2003,14050
15750,"Narrabri (A)",2004,13784
15750,"Narrabri (A)",2005,13592
15750,"Narrabri (A)",2006,13477
15750,"Narrabri (A)",2007,13359
15750,"Narrabri (A)",2008,13303
15750,"Narrabri (A)",2009,13349
15750,"Narrabri (A)",2010,13394
15750,"Narrabri (A)",2011,13438
15750,"Narrabri (A)",2012,13433
15750,"Narrabri (A)",2013,13489
15750,"Narrabri (A)",2014,13480
15750,"Narrabri (A)",2015,13459
15750,"Narrabri (A)",2016,13367
15750,"Narrabri (A)",2017,13287
15750,"Narrabri (A)",2018,13216
15750,"Narrabri (A)",2019,13135
15800,"Narrandera (A)",2001,6686
15800,"Narrandera (A)",2002,6580
15800,"Narrandera (A)",2003,6433
15800,"Narrandera (A)",2004,6307
15800,"Narrandera (A)",2005,6221
15800,"Narrandera (A)",2006,6149
15800,"Narrandera (A)",2007,6103
15800,"Narrandera (A)",2008,6069
15800,"Narrandera (A)",2009,6093
15800,"Narrandera (A)",2010,6105
15800,"Narrandera (A)",2011,6115
15800,"Narrandera (A)",2012,6086
15800,"Narrandera (A)",2013,6054
15800,"Narrandera (A)",2014,6015
15800,"Narrandera (A)",2015,5978
15800,"Narrandera (A)",2016,5949
15800,"Narrandera (A)",2017,5935
15800,"Narrandera (A)",2018,5924
15800,"Narrandera (A)",2019,5899
15850,"Narromine (A)",2001,7060
15850,"Narromine (A)",2002,6980
15850,"Narromine (A)",2003,6863
15850,"Narromine (A)",2004,6777
15850,"Narromine (A)",2005,6734
15850,"Narromine (A)",2006,6691
15850,"Narromine (A)",2007,6676
15850,"Narromine (A)",2008,6726
15850,"Narromine (A)",2009,6748
15850,"Narromine (A)",2010,6815
15850,"Narromine (A)",2011,6832
15850,"Narromine (A)",2012,6795
15850,"Narromine (A)",2013,6761
15850,"Narromine (A)",2014,6721
15850,"Narromine (A)",2015,6668
15850,"Narromine (A)",2016,6617
15850,"Narromine (A)",2017,6584
15850,"Narromine (A)",2018,6559
15850,"Narromine (A)",2019,6517
15900,"Newcastle (C)",2001,141001
15900,"Newcastle (C)",2002,142220
15900,"Newcastle (C)",2003,143613
15900,"Newcastle (C)",2004,144834
15900,"Newcastle (C)",2005,145914
15900,"Newcastle (C)",2006,146623
15900,"Newcastle (C)",2007,148524
15900,"Newcastle (C)",2008,150553
15900,"Newcastle (C)",2009,151895
15900,"Newcastle (C)",2010,153483
15900,"Newcastle (C)",2011,155550
15900,"Newcastle (C)",2012,156451
15900,"Newcastle (C)",2013,157477
15900,"Newcastle (C)",2014,158683
15900,"Newcastle (C)",2015,159680
15900,"Newcastle (C)",2016,160707
15900,"Newcastle (C)",2017,162477
15900,"Newcastle (C)",2018,163943
15900,"Newcastle (C)",2019,165571
15950,"North Sydney (A)",2001,58337
15950,"North Sydney (A)",2002,58816
15950,"North Sydney (A)",2003,59583
15950,"North Sydney (A)",2004,60271
15950,"North Sydney (A)",2005,60850
15950,"North Sydney (A)",2006,61512
15950,"North Sydney (A)",2007,62476
15950,"North Sydney (A)",2008,63484
15950,"North Sydney (A)",2009,64762
15950,"North Sydney (A)",2010,65850
15950,"North Sydney (A)",2011,66747
15950,"North Sydney (A)",2012,67630
15950,"North Sydney (A)",2013,68666
15950,"North Sydney (A)",2014,69754
15950,"North Sydney (A)",2015,70860
15950,"North Sydney (A)",2016,71809
15950,"North Sydney (A)",2017,73112
15950,"North Sydney (A)",2018,74087
15950,"North Sydney (A)",2019,75021
15990,"Northern Beaches (A)",2001,229816
15990,"Northern Beaches (A)",2002,230170
15990,"Northern Beaches (A)",2003,230208
15990,"Northern Beaches (A)",2004,230438
15990,"Northern Beaches (A)",2005,231741
15990,"Northern Beaches (A)",2006,233600
15990,"Northern Beaches (A)",2007,237084
15990,"Northern Beaches (A)",2008,239842
15990,"Northern Beaches (A)",2009,244500
15990,"Northern Beaches (A)",2010,248250
15990,"Northern Beaches (A)",2011,251696
15990,"Northern Beaches (A)",2012,254115
15990,"Northern Beaches (A)",2013,257020
15990,"Northern Beaches (A)",2014,259723
15990,"Northern Beaches (A)",2015,262593
15990,"Northern Beaches (A)",2016,265468
15990,"Northern Beaches (A)",2017,268870
15990,"Northern Beaches (A)",2018,271027
15990,"Northern Beaches (A)",2019,273499
16100,"Oberon (A)",2001,5257
16100,"Oberon (A)",2002,5269
16100,"Oberon (A)",2003,5243
16100,"Oberon (A)",2004,5209
16100,"Oberon (A)",2005,5193
16100,"Oberon (A)",2006,5179
16100,"Oberon (A)",2007,5166
16100,"Oberon (A)",2008,5161
16100,"Oberon (A)",2009,5192
16100,"Oberon (A)",2010,5207
16100,"Oberon (A)",2011,5209
16100,"Oberon (A)",2012,5235
16100,"Oberon (A)",2013,5300
16100,"Oberon (A)",2014,5318
16100,"Oberon (A)",2015,5329
16100,"Oberon (A)",2016,5349
16100,"Oberon (A)",2017,5387
16100,"Oberon (A)",2018,5403
16100,"Oberon (A)",2019,5411
16150,"Orange (C)",2001,36701
16150,"Orange (C)",2002,36728
16150,"Orange (C)",2003,36721
16150,"Orange (C)",2004,36501
16150,"Orange (C)",2005,36410
16150,"Orange (C)",2006,36374
16150,"Orange (C)",2007,36801
16150,"Orange (C)",2008,37401
16150,"Orange (C)",2009,37904
16150,"Orange (C)",2010,38660
16150,"Orange (C)",2011,39419
16150,"Orange (C)",2012,39769
16150,"Orange (C)",2013,40167
16150,"Orange (C)",2014,40619
16150,"Orange (C)",2015,40837
16150,"Orange (C)",2016,41210
16150,"Orange (C)",2017,41501
16150,"Orange (C)",2018,42000
16150,"Orange (C)",2019,42451
16200,"Parkes (A)",2001,14927
16200,"Parkes (A)",2002,14901
16200,"Parkes (A)",2003,14807
16200,"Parkes (A)",2004,14690
16200,"Parkes (A)",2005,14627
16200,"Parkes (A)",2006,14600
16200,"Parkes (A)",2007,14643
16200,"Parkes (A)",2008,14755
16200,"Parkes (A)",2009,14835
16200,"Parkes (A)",2010,14984
16200,"Parkes (A)",2011,15083
16200,"Parkes (A)",2012,15048
16200,"Parkes (A)",2013,15022
16200,"Parkes (A)",2014,14991
16200,"Parkes (A)",2015,14954
16200,"Parkes (A)",2016,14924
16200,"Parkes (A)",2017,14916
16200,"Parkes (A)",2018,14877
16200,"Parkes (A)",2019,14837
16260,"Parramatta (C)",2001,170101
16260,"Parramatta (C)",2002,171245
16260,"Parramatta (C)",2003,172927
16260,"Parramatta (C)",2004,175370
16260,"Parramatta (C)",2005,178021
16260,"Parramatta (C)",2006,180919
16260,"Parramatta (C)",2007,185175
16260,"Parramatta (C)",2008,189684
16260,"Parramatta (C)",2009,195136
16260,"Parramatta (C)",2010,199575
16260,"Parramatta (C)",2011,203205
16260,"Parramatta (C)",2012,208182
16260,"Parramatta (C)",2013,214537
16260,"Parramatta (C)",2014,221107
16260,"Parramatta (C)",2015,227649
16260,"Parramatta (C)",2016,234444
16260,"Parramatta (C)",2017,243557
16260,"Parramatta (C)",2018,251065
16260,"Parramatta (C)",2019,257197
16350,"Penrith (C)",2001,176277
16350,"Penrith (C)",2002,176829
16350,"Penrith (C)",2003,176610
16350,"Penrith (C)",2004,175589
16350,"Penrith (C)",2005,175799
16350,"Penrith (C)",2006,176067
16350,"Penrith (C)",2007,177280
16350,"Penrith (C)",2008,179851
16350,"Penrith (C)",2009,181901
16350,"Penrith (C)",2010,182948
16350,"Penrith (C)",2011,184589
16350,"Penrith (C)",2012,187281
16350,"Penrith (C)",2013,190527
16350,"Penrith (C)",2014,193765
16350,"Penrith (C)",2015,197678
16350,"Penrith (C)",2016,201597
16350,"Penrith (C)",2017,205220
16350,"Penrith (C)",2018,208947
16350,"Penrith (C)",2019,212977
16380,"Port Macquarie-Hastings (A)",2001,64960
16380,"Port Macquarie-Hastings (A)",2002,66573
16380,"Port Macquarie-Hastings (A)",2003,67960
16380,"Port Macquarie-Hastings (A)",2004,68987
16380,"Port Macquarie-Hastings (A)",2005,69659
16380,"Port Macquarie-Hastings (A)",2006,69947
16380,"Port Macquarie-Hastings (A)",2007,71097
16380,"Port Macquarie-Hastings (A)",2008,72528
16380,"Port Macquarie-Hastings (A)",2009,73317
16380,"Port Macquarie-Hastings (A)",2010,74460
16380,"Port Macquarie-Hastings (A)",2011,75232
16380,"Port Macquarie-Hastings (A)",2012,76271
16380,"Port Macquarie-Hastings (A)",2013,77043
16380,"Port Macquarie-Hastings (A)",2014,78048
16380,"Port Macquarie-Hastings (A)",2015,78997
16380,"Port Macquarie-Hastings (A)",2016,80073
16380,"Port Macquarie-Hastings (A)",2017,81441
16380,"Port Macquarie-Hastings (A)",2018,83062
16380,"Port Macquarie-Hastings (A)",2019,84525
16400,"Port Stephens (A)",2001,58509
16400,"Port Stephens (A)",2002,59506
16400,"Port Stephens (A)",2003,60410
16400,"Port Stephens (A)",2004,61256
16400,"Port Stephens (A)",2005,61918
16400,"Port Stephens (A)",2006,62132
16400,"Port Stephens (A)",2007,63425
16400,"Port Stephens (A)",2008,64316
16400,"Port Stephens (A)",2009,65521
16400,"Port Stephens (A)",2010,66447
16400,"Port Stephens (A)",2011,67214
16400,"Port Stephens (A)",2012,68012
16400,"Port Stephens (A)",2013,68750
16400,"Port Stephens (A)",2014,69537
16400,"Port Stephens (A)",2015,70257
16400,"Port Stephens (A)",2016,71115
16400,"Port Stephens (A)",2017,71772
16400,"Port Stephens (A)",2018,72630
16400,"Port Stephens (A)",2019,73481
16490,"Queanbeyan-Palerang Regional (A)",2001,44289
16490,"Queanbeyan-Palerang Regional (A)",2002,45669
16490,"Queanbeyan-Palerang Regional (A)",2003,47142
16490,"Queanbeyan-Palerang Regional (A)",2004,47783
16490,"Queanbeyan-Palerang Regional (A)",2005,48886
16490,"Queanbeyan-Palerang Regional (A)",2006,50070
16490,"Queanbeyan-Palerang Regional (A)",2007,51002
16490,"Queanbeyan-Palerang Regional (A)",2008,52141
16490,"Queanbeyan-Palerang Regional (A)",2009,53190
16490,"Queanbeyan-Palerang Regional (A)",2010,54250
16490,"Queanbeyan-Palerang Regional (A)",2011,54844
16490,"Queanbeyan-Palerang Regional (A)",2012,55408
16490,"Queanbeyan-Palerang Regional (A)",2013,55920
16490,"Queanbeyan-Palerang Regional (A)",2014,56537
16490,"Queanbeyan-Palerang Regional (A)",2015,57130
16490,"Queanbeyan-Palerang Regional (A)",2016,57790
16490,"Queanbeyan-Palerang Regional (A)",2017,58816
16490,"Queanbeyan-Palerang Regional (A)",2018,59889
16490,"Queanbeyan-Palerang Regional (A)",2019,61100
16550,"Randwick (C)",2001,124456
16550,"Randwick (C)",2002,124390
16550,"Randwick (C)",2003,124252
16550,"Randwick (C)",2004,124088
16550,"Randwick (C)",2005,124596
16550,"Randwick (C)",2006,125346
16550,"Randwick (C)",2007,128229
16550,"Randwick (C)",2008,131136
16550,"Randwick (C)",2009,133975
16550,"Randwick (C)",2010,136006
16550,"Randwick (C)",2011,137792
16550,"Randwick (C)",2012,139836
16550,"Randwick (C)",2013,142459
16550,"Randwick (C)",2014,144814
16550,"Randwick (C)",2015,146908
16550,"Randwick (C)",2016,148922
16550,"Randwick (C)",2017,152149
16550,"Randwick (C)",2018,154145
16550,"Randwick (C)",2019,155649
16610,"Richmond Valley (A)",2001,21014
16610,"Richmond Valley (A)",2002,21213
16610,"Richmond Valley (A)",2003,21213
16610,"Richmond Valley (A)",2004,21167
16610,"Richmond Valley (A)",2005,21256
16610,"Richmond Valley (A)",2006,21728
16610,"Richmond Valley (A)",2007,22067
16610,"Richmond Valley (A)",2008,22291
16610,"Richmond Valley (A)",2009,22417
16610,"Richmond Valley (A)",2010,22597
16610,"Richmond Valley (A)",2011,22717
16610,"Richmond Valley (A)",2012,22848
16610,"Richmond Valley (A)",2013,22981
16610,"Richmond Valley (A)",2014,23087
16610,"Richmond Valley (A)",2015,23148
16610,"Richmond Valley (A)",2016,23256
16610,"Richmond Valley (A)",2017,23331
16610,"Richmond Valley (A)",2018,23374
16610,"Richmond Valley (A)",2019,23465
16700,"Ryde (C)",2001,98516
16700,"Ryde (C)",2002,98711
16700,"Ryde (C)",2003,98929
16700,"Ryde (C)",2004,99089
16700,"Ryde (C)",2005,99527
16700,"Ryde (C)",2006,100344
16700,"Ryde (C)",2007,102453
16700,"Ryde (C)",2008,104602
16700,"Ryde (C)",2009,105983
16700,"Ryde (C)",2010,107319
16700,"Ryde (C)",2011,108712
16700,"Ryde (C)",2012,111156
16700,"Ryde (C)",2013,113547
16700,"Ryde (C)",2014,115843
16700,"Ryde (C)",2015,118499
16700,"Ryde (C)",2016,121270
16700,"Ryde (C)",2017,124619
16700,"Ryde (C)",2018,127340
16700,"Ryde (C)",2019,131271
16900,"Shellharbour (C)",2001,59383
16900,"Shellharbour (C)",2002,60054
16900,"Shellharbour (C)",2003,60815
16900,"Shellharbour (C)",2004,61382
16900,"Shellharbour (C)",2005,61863
16900,"Shellharbour (C)",2006,62243
16900,"Shellharbour (C)",2007,62916
16900,"Shellharbour (C)",2008,63956
16900,"Shellharbour (C)",2009,64778
16900,"Shellharbour (C)",2010,65597
16900,"Shellharbour (C)",2011,66218
16900,"Shellharbour (C)",2012,66840
16900,"Shellharbour (C)",2013,67701
16900,"Shellharbour (C)",2014,68658
16900,"Shellharbour (C)",2015,69474
16900,"Shellharbour (C)",2016,70391
16900,"Shellharbour (C)",2017,71036
